name,slug,abbr,artist,cover,debut,last_played,times_played
Why Don't We Do It in the Road?,why-dont-we-do-it-in-the-road,,The Beatles,TRUE,1994-10-31,1997-02-23,4
Why Don't You Love Me?,why-dont-you-love-me,,Hank Williams,TRUE,1987-02-21,1987-03-23,2
Why You Been Gone So Long?,why-you-been-gone-so-long,,Jessi Colter,TRUE,1993-05-06,1993-05-06,1
Wider,wider,,Ghosts of the Forest,TRUE,2019-07-09,2019-07-09,1
Wild Child,wild-child,,Lou Reed,TRUE,1984-11-03,1988-09-08,6
Wild Honey Pie,wild-honey-pie,,The Beatles,TRUE,1994-10-31,1994-10-31,1
Wild Thing,wild-thing,,The Wild Ones,TRUE,1985-11-23,1985-11-23,1
Wildwood Weed,wildwood-weed,,Jim Stafford,TRUE,1996-12-06,1996-12-06,1
Will It Go Round in Circles,will-it-go-round-in-circles,,Billy Preston,TRUE,1999-09-10,1999-09-21,2
Will the Circle Be Unbroken?,will-the-circle-be-unbroken,,Traditional,TRUE,1994-11-19,1998-10-03,2
Willin',willin,,Little Feat,TRUE,2010-10-31,2020-02-22,2
Wilson,wilson,,Phish,FALSE,1986-10-12,2024-08-10,297
Wind Beneath My Wings,wind-beneath-my-wings,,Bette Midler,TRUE,1995-11-28,1995-11-28,1
Windora Bug,windora-bug,,Trey Anastasio,TRUE,2000-09-08,2000-09-15,2
Windy City,windy-city,,Phish,FALSE,2009-08-11,2009-08-11,1
Wingsuit,wingsuit,,Phish,FALSE,2013-10-31,2024-08-04,42
Winterqueen,winterqueen,,Trey Anastasio,TRUE,2013-10-31,2023-04-19,24
Wipe Out,wipe-out,,The Surfaris,TRUE,1991-04-15,1998-11-29,4
Wolfman's Brother,wolfmans-brother,Wolfman's,Phish,FALSE,1994-04-04,2024-08-30,237
Wombat,wombat,,Phish,FALSE,2013-10-31,2022-08-10,22
Woodlands Jam,woodlands-jam,,Phish,FALSE,2024-08-16,2024-08-16,1
Woodstock,woodstock,,Joni Mitchell,TRUE,1999-07-26,1999-07-26,1
Wormtown,wormtown,,Steve Miller Band,TRUE,1997-07-02,1997-07-02,1
Ya Mar,ya-mar,,Cyril Ferguson,TRUE,1987-02-21,2024-08-18,232
Yarmouth Road,yarmouth-road,,Phish,FALSE,2013-07-05,2022-07-24,32
Yer Blues,yer-blues,,The Beatles,TRUE,1994-10-31,1994-10-31,1
Yerushalayim Shel Zahav,yerushalayim-shel-zahav,,Naomi Shemer,TRUE,1993-07-16,1994-12-31,12
You Ain't Goin' Nowhere,you-aint-goin-nowhere,,Bob Dylan,TRUE,2003-07-30,2003-07-30,1
You Better Believe It Baby,you-better-believe-it-baby,,Joe Tex,TRUE,1998-07-26,1998-08-02,2
You Enjoy Myself,you-enjoy-myself,YEM,Phish,FALSE,1986-02-03,2024-08-30,614
You Gotta See Mama Every Night,you-gotta-see-mama-every-night,,Con Conrad and Billy Rose,TRUE,1993-03-16,1993-03-16,1
You Never Know,you-never-know,,Phish,FALSE,2013-10-31,2013-10-31,1
You Sexy Thing,you-sexy-thing,,Hot Chocolate,TRUE,2017-07-28,2021-08-11,4
You Shook Me All Night Long,you-shook-me-all-night-long,,AC/DC,TRUE,1989-04-20,2000-09-29,2
Your Pet Cat,your-pet-cat,,Phish,FALSE,2014-10-31,2024-08-16,20
Ziggy Stardust,ziggy-stardust,,David Bowie,TRUE,2016-10-31,2016-10-31,1
